text;emotion
A while ago I watched this masterpiece for the third time  (movie Oppenheimer)how the hell is this movie so good. I just like it more and more every time.They really deserve to win all the Oscars especially Killian and Robert they are just amazing. masterpiece of masterpieces! ğŸ¬;1
""I do wonder if matt damon will sneak into supporting actor at the oscars, like he's really fucking good in oppenheimer and the academy likes him"";-1
""Oppenheimer  Just a very good, tense, and fascinating political thriller with absolutely top notch acting, score and cinematography. Never wouldâ€™ve expected a film like this to hit it big in the mainstream but Iâ€™m glad it did"";1
No you can like movies that are objectively bad and don't like movies that are objevtively good. For exemple Oppenheimer is a good movie but not everyone likes it;1
""I have now watched Barbie, Maestro, and Oppenheimer all in the same week and it seems like for a year I was interested in maybe 1% of movies that came out, we did get 3 good ones."";-1
""finished oppenheimer was as good as a biography can get why Nolan still has a job is beyond me like we get it, you have a problem with time  Also fuck cameos it's always like, here's this person you saw in this other movie as well hollywood should die"";-1
i know oppenheimer is going to win this and i admit that the trinity test scene sound was good. but the sound mixing overall (like most nolan films) was not that good;-1
""The Holdovers: 9/10   Saw the trailer for this when I went to watch Oppenheimer and thought it was interesting, how right I was. This movie is really good with the three best performances from the lead characters. I really like this and will be rewatching a lot."";-1
""Um even if itâ€™s good (I havenâ€™t seen it so I have no opinion) it seems like a stretch to call it that in a year where we have Killers of the Flower Moon, Oppenheimer, Barbie etc.   Also itâ€™s annoying that my Smart TV plays ads at the top of the home page now"";-1
Dawg do you know how good of a movie you have to be to stand out on the premiering weeks of Barbie and Oppenheimer???? On stream as well like the fuck??;1
""I am sorry, why is good public infrastructure a problem?? The percentage of people using it will increase over time. It will also spur growth. The alternative is a """"shared misery"""" model like NK or Cuba (or pre-90s India)."";-1
""Lol, the whole backbone of BVS was the showdown between Batman and Superman. (It's literally in the title) BvS is an action movie.  Ryan Gosling hasn't topped his performance on Drive and La la land. Be calming downğŸ˜‚. RDJ was good in Oppenheimer idk why you didn't like him."";-1
He's gaining fame from Oppenheimer but I remember him from Red Eye. He was the bad guy there but he was too good-looking I got distracted. Seems like a happy family man irl;-1
""It's like when Oppenheimer came out and people """"realized"""" Downey is a good actor   He's always been good (even in some of the MCU stuff)....these people's palette of movies is just very limited"";-1
This is how filmmakers lose credibility. You're a good director with a solid fanbase but pretentious posts like these don't help you. Even Coppola acknowledged both #Oppenheimer & #KillersofTheFlowerMoon as the best of '23 (he prob hasn't seen #TheHoldovers yet). So quit trolling;-1
""OR  The other takeaway from this is that if your non franchise and very original production is really, really good, like Oppenheimer, it will easily score out repetitive franchises and unoriginal content.  So just make good, original content."";-1
Itâ€™s honestly weird to watch this film after seeing Oppenheimer and TÃ¡r this year cos itâ€™s like a meld of them bothâ€¦but not quite as good;0
tbh the only nolan film i had any kind of sound mixing issues with is tenet. interstellar and oppenheimer are both fine imo like they're both loud but in a good way. i couldn't hear a single word of tenet tho;-1
""It is very good. I've been dipping into it, to follow up details in the film. For example, I'd like to find out more about Boris Pash (Affleck), who deserves a film in his own right, from fighting in WWI to his time in CIA #Oppenheimer #BorisPash #CaseyAffleck #AmericanPrometheus"";-1
""Its really based on what you like, Cause i prefer a funny story like i think superbad is better then oppenheimer and that is just cause i prefer a funny story over a serious one and its prolly the same for this guy as well. I still think 4 is good but 5 is just top tier for me"";-1
""I didn't find myself engaged by Oppenheimer's drama. The auditorium scene was good though, wish there were more like it"";-1
""Aight thatâ€™s just untrue. As good as Oppenheimer was and how it surpassed expectations at the box office mario was the big kids movie with barely any competition and not to mention all the YouTube kids slop that it spawned, mario was objectively talked about more like undeniably"";-1
4/5 Oppenheimer a good movie but kind of feels like a circle jerk of morality;1
""This is like when film snobs were like, â€œFinally, after all these years of those goddamn Marvel films, Robert Downey Jr. is being appreciated for CINEMA.â€ Like no one knew he was a good actor before Oppenheimer."";-1
""So if Max doesn't like Marvel films but loved Oppenheimer and the latest flick from Jonathan Glazer, then he is immature.  Why do you need Max Verstappen to like this film?   You don't even know if it's any good..."";-1
Apparently this movie will be contending with Oppenheimer for the Oscarâ€™s.  How dare Clooney be a white supremacist?  Looks like it may be a good movie though.;-1
""You don't even like Oppenheimer, you can't really judge a good film, let alone a Superman movie."";-1
Except itâ€™s not good enough for me to sit through 4 hours again like how Oppenheimer is good and I want to watch it all the time;-1
""Chill dawg, it might be good or even great, don't compare it with real life cinema stuff like Oppenheimer or John Wick, it's in a different league"";-1
""If anyone feels like delving deeper into volcanoes with the eruption of Iceland's volcano, Mountains of Fire by Clive Oppenheimer looks good. I bought a copy tonight. I noticed 2 1*reviews which were about vendors and misplaced orders, but all other reviews are excellent!"";-1
Iâ€™m not even that big on oppenheimer but saying cillianâ€™s performance isnâ€™t as good as paul giamatti in the holdovers is wildâ€¦ like you canâ€™t compare the two;-1
""haven't been film twittering so much cuz the platform blows now. so some rapid-fire awards season takes: - oppenheimer is the first nolan I actually like. but it's like, really fucking good.  - the holdovers: incredible performances. shame payne is a creep!"";-1
Oppenheimer is so interesting like this is such a good movie;1
""Been a great year for movies, probably comes off as lame or whatever but or genuinely makes me very happy how well great movies like Oppenheimer, kotfm and godzilla have all done this year. Makes me feel very good about the short term future of film."";1
""I think I do like Oppenheimerâ€™s pace a bit more."";1
""https://piped.video/SLPXJuJRbi8?si=CzUZW63vyg0-02ww Honestly forgot how good the Truman scene was. Also, portraying Truman as a sharp politician playing the part of a bubbling hick, but someone himself who is also, like Oppie, filled with a weird narcissistic complex regarding the bomb, feeling Oppenheimer"";-1
Yeah that and the writers strike. I didnâ€™t like Oppenheimer that much and I love cillian Murphy and history. Encarto was good. Mario bros was pretty good. Last couple spidermen have been good. Looking forward to napoleon though.;-1
""The only good film of this year is without a doubt Oppenheimer. Thatâ€™s it."";1
